Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Absent;Absent
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Accuse;Accuse
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Always;Always
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Appear;Appear
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Beautiful;Beautiful
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Borrow
Borrow;Forget
Borrow;Forget
Borrow;Borrow
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Can;Can
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Far
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Cheap;Cheap
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Come;Come
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Decrease;Low
Decrease;Decrease
Decrease;Decrease
Decrease;Decrease
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Demand;Demand
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Easy;Easy
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;Expensive
Expensive;More
Expensive;Expensive
Expensive;Expensive
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
Fail;Fail
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
False;False
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Far;Far
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Fast;Fast
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
Forget;Forget
High;High
High;High
High;High
High;High
High;High
High;High
High;High
High;High
High;High
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Import
Hot;Import
Hot;Import
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Hot;Hot
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Import;Import
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Increase;Increase
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Leave;Leave
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Less;Less
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Liquid;Liquid
Low;Low
Low;Low
Low;Low
Low;Decrease
Low;Decrease
Low;Low
Low;Low
Low;Low
Low;Low
Low;Low
Low;Low
Low;Low
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Unlucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Lucky;Lucky
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
Me;Me
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
More;More
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Reject;Reject
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Right;Right
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Short;Short
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Slow;Slow
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
Thin;Thin
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
True;True
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Beautiful
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Ugly;Ugly
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Unlucky
Unlucky;Lucky
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
Weak;Weak
What;What
What;What
What;What
What;Come
What;What
What;What
What;Can
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
What;What
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
When;When
Why;Why
Why;Accuse
Why;Accuse
Why;Accuse
Why;Accuse
Why;Accuse
Why;Accuse
Why;Accuse
Why;Accuse
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Why;Why
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Wrong
Wrong;Fast
Wrong;Wrong
Wrong;Wrong
You;You
You;You
You;You
You;You
You;You
You;You
You;False
You;False
You;False
You;Hot
You;Hot
You;You
You;False